codigoPrestador;representanteLegal;email;nomePrestador;razaoSocial;telefone;celular
612;Fernanda Souza;suporte01@inmestra.com.br;Clínica Nova Esperança;Diagnóstico Avançado S/A;(20) 7173-3808;(13) 98724-9607
617;Gabriela Rocha;inovacao01@inmestra.com.br;Centro de Diagnóstico Avançado;Vida Saudável LTDA;(92) 2349-9095;(51) 99719-2557
621;Thiago Almeida;inovacao01@inmestra.com.br;Centro de Diagnóstico Avançado;Vida Saudável LTDA;(34) 8908-7391;(82) 94525-7217
624;Fernanda Souza;suporte01@inmestra.com.br;Clínica ProVida;ProVida Serviços Médicos LTDA;(98) 4331-9105;(27) 96491-1732
630;Vanessa Martins;esocial01@inmestra.com.br;Saúde Corporativa Plus;Nova Esperança Serviços Médicos LTDA;(14) 6763-2203;(92) 97459-2483
631;Patrícia Andrade;esocial01@inmestra.com.br;Clínica Nova Esperança;Horizonte Clínicas Integradas;(49) 5483-7493;(20) 99825-5936
634;Carlos Moreira;inovacao01@inmestra.com.br;Centro de Diagnóstico Avançado;Corporativa Plus Saúde LTDA;(43) 5467-6756;(44) 95577-6598
636;Fernanda Souza;inovacao01@inmestra.com.br;Centro Médico Bem-Estar;Horizonte Clínicas Integradas;(33) 6857-6729;(23) 95864-8097
637;Rafael Dias;esocial01@inmestra.com.br;Centro Médico Bem-Estar;Nova Esperança Serviços Médicos LTDA;(54) 4706-7090;(23) 93817-1906
644;Thiago Almeida;inovacao01@inmestra.com.br;Clínica Horizonte;ProVida Serviços Médicos LTDA;(17) 4735-6914;(84) 95932-8072
654;Rafael Dias;esocial01@inmestra.com.br;Clínica Horizonte;Corporativa Plus Saúde LTDA;(34) 4925-5455;(94) 94591-7776
655;Fernanda Souza;esocial01@inmestra.com.br;Instituto MedCare;Vida Saudável LTDA;(40) 7283-8956;(24) 91759-3726
658;Lucas Ferreira;esocial01@inmestra.com.br;Instituto MedCare;Instituto MedCare LTDA;(92) 9473-2131;(97) 96183-1778
663;Rafael Dias;esocial01@inmestra.com.br;Clínica Vida Saudável;Saúde Integral S/A;(96) 9331-7048;(42) 99820-3037
664;Carlos Moreira;inovacao01@inmestra.com.br;Centro de Diagnóstico Avançado;Saúde Integral S/A;(96) 3419-9283;(24) 92175-6800
665;Carlos Moreira;inovacao01@inmestra.com.br;Instituto Saúde e Trabalho;Bem-Estar Diagnósticos LTDA;(37) 7100-4918;(41) 98224-4355
666;Patrícia Andrade;inovacao01@inmestra.com.br;Saúde Integral Ocupacional;Saúde Integral S/A;(42) 6408-4098;(63) 95537-2200
670;Gabriela Rocha;esocial01@inmestra.com.br;Instituto MedCare;Nova Esperança Serviços Médicos LTDA;(93) 8749-8454;(13) 93953-5603
674;Patrícia Andrade;suporte01@inmestra.com.br;Centro Médico Bem-Estar;ProVida Serviços Médicos LTDA;(98) 4353-6021;(85) 95274-7443
675;Patrícia Andrade;esocial01@inmestra.com.br;Saúde Corporativa Plus;Diagnóstico Avançado S/A;(34) 3741-8434;(28) 93252-1365
679;Patrícia Andrade;esocial01@inmestra.com.br;Clínica ProVida;Saúde Integral S/A;(77) 7607-5070;(79) 96666-1510
680;Fernanda Souza;suporte01@inmestra.com.br;Saúde Integral Ocupacional;Bem-Estar Diagnósticos LTDA;(99) 6925-2137;(88) 93508-3686
687;Patrícia Andrade;inovacao01@inmestra.com.br;Instituto Saúde e Trabalho;ProVida Serviços Médicos LTDA;(53) 4726-2554;(68) 94474-4239
690;Rafael Dias;esocial01@inmestra.com.br;Clínica ProVida;Saúde Integral S/A;(60) 6523-8752;(18) 99524-7688
696;João Lima;esocial01@inmestra.com.br;Centro de Diagnóstico Avançado;Diagnóstico Avançado S/A;(94) 4002-4953;(97) 92876-4793
699;Thiago Almeida;inovacao01@inmestra.com.br;Centro de Diagnóstico Avançado;Nova Esperança Serviços Médicos LTDA;(57) 4746-5979;(69) 91723-2558
704;Lucas Ferreira;inovacao01@inmestra.com.br;Clínica Horizonte;Horizonte Clínicas Integradas;(51) 8121-1522;(79) 95334-6785
705;Fernanda Souza;suporte01@inmestra.com.br;Clínica Horizonte;Corporativa Plus Saúde LTDA;(29) 6988-9647;(37) 95179-6457
706;Juliana Castro;suporte01@inmestra.com.br;Centro de Diagnóstico Avançado;Vida Saudável LTDA;(14) 2646-7777;(53) 99151-6627
707;Thiago Almeida;esocial01@inmestra.com.br;Saúde Integral Ocupacional;ProVida Serviços Médicos LTDA;(62) 2091-8819;(44) 98810-6622
710;Gabriela Rocha;suporte01@inmestra.com.br;Instituto Saúde e Trabalho;Horizonte Clínicas Integradas;(11) 2295-2531;(76) 94459-5053
712;Gabriela Rocha;esocial01@inmestra.com.br;Instituto Saúde e Trabalho;Saúde Integral S/A;(27) 6345-2385;(78) 96307-7245
713;Juliana Castro;esocial01@inmestra.com.br;Clínica Horizonte;Saúde Integral S/A;(40) 8583-4160;(42) 96536-5000
715;Juliana Castro;esocial01@inmestra.com.br;Saúde Corporativa Plus;Corporativa Plus Saúde LTDA;(34) 5149-2172;(56) 92007-6351
720;Thiago Almeida;esocial01@inmestra.com.br;Instituto Saúde e Trabalho;ProVida Serviços Médicos LTDA;(86) 9051-1770;(81) 96031-2097
722;Lucas Ferreira;suporte01@inmestra.com.br;Centro de Diagnóstico Avançado;Corporativa Plus Saúde LTDA;(55) 9017-6124;(86) 92662-9362
724;Carlos Moreira;inovacao01@inmestra.com.br;Clínica Nova Esperança;ProVida Serviços Médicos LTDA;(22) 2904-1006;(77) 95741-2897
732;Lucas Ferreira;esocial01@inmestra.com.br;Clínica Horizonte;Bem-Estar Diagnósticos LTDA;(75) 6610-5131;(65) 99753-6905
740;Gabriela Rocha;suporte01@inmestra.com.br;Centro Médico Bem-Estar;Vida Saudável LTDA;(12) 9713-7033;(80) 95103-3286
741;Patrícia Andrade;suporte01@inmestra.com.br;Clínica Nova Esperança;Nova Esperança Serviços Médicos LTDA;(67) 3706-4350;(57) 91642-2727
743;Lucas Ferreira;suporte01@inmestra.com.br;Clínica Horizonte;Horizonte Clínicas Integradas;(73) 5073-9421;(27) 97642-4083
745;Thiago Almeida;esocial01@inmestra.com.br;Saúde Integral Ocupacional;ProVida Serviços Médicos LTDA;(68) 9228-1533;(32) 95087-8779
748;Lucas Ferreira;esocial01@inmestra.com.br;Clínica ProVida;Saúde Integral S/A;(19) 8176-3525;(99) 91415-3562
749;Patrícia Andrade;inovacao01@inmestra.com.br;Saúde Integral Ocupacional;Nova Esperança Serviços Médicos LTDA;(50) 7573-6491;(38) 92450-1499
750;João Lima;inovacao01@inmestra.com.br;Instituto MedCare;Saúde e Trabalho LTDA;(55) 2420-1340;(82) 98292-3572
751;Lucas Ferreira;inovacao01@inmestra.com.br;Clínica Horizonte;Saúde Integral S/A;(81) 5630-7769;(32) 99618-6322
753;Gabriela Rocha;esocial01@inmestra.com.br;Centro Médico Bem-Estar;Corporativa Plus Saúde LTDA;(55) 4913-3944;(39) 98067-4992
754;Rafael Dias;suporte01@inmestra.com.br;Saúde Corporativa Plus;ProVida Serviços Médicos LTDA;(53) 9404-2359;(23) 94878-7071
759;Vanessa Martins;esocial01@inmestra.com.br;Instituto MedCare;Instituto MedCare LTDA;(54) 9881-1635;(70) 92225-3643
760;Gabriela Rocha;inovacao01@inmestra.com.br;Centro Médico Bem-Estar;Saúde e Trabalho LTDA;(62) 3756-3652;(48) 94948-5129
761;Gabriela Rocha;inovacao01@inmestra.com.br;Centro de Diagnóstico Avançado;ProVida Serviços Médicos LTDA;(59) 6235-5732;(76) 91661-1655
762;Lucas Ferreira;suporte01@inmestra.com.br;Saúde Integral Ocupacional;Bem-Estar Diagnósticos LTDA;(75) 5833-4351;(15) 92129-2351
763;João Lima;suporte01@inmestra.com.br;Centro Médico Bem-Estar;Saúde Integral S/A;(88) 2906-3945;(14) 96853-9269
764;Carlos Moreira;suporte01@inmestra.com.br;Clínica Horizonte;Nova Esperança Serviços Médicos LTDA;(46) 8209-6133;(44) 93463-5035
765;Thiago Almeida;esocial01@inmestra.com.br;Instituto Saúde e Trabalho;Corporativa Plus Saúde LTDA;(45) 9433-4750;(97) 91319-2892
769;Lucas Ferreira;esocial01@inmestra.com.br;Clínica Vida Saudável;ProVida Serviços Médicos LTDA;(40) 8968-8593;(43) 96273-3140
770;Vanessa Martins;suporte01@inmestra.com.br;Clínica Vida Saudável;Instituto MedCare LTDA;(52) 2629-5949;(55) 96672-6195
771;Patrícia Andrade;inovacao01@inmestra.com.br;Clínica ProVida;Diagnóstico Avançado S/A;(41) 3371-1291;(43) 95200-8032
772;Juliana Castro;suporte01@inmestra.com.br;Clínica Horizonte;Instituto MedCare LTDA;(61) 3629-8516;(73) 98531-4755
773;Lucas Ferreira;inovacao01@inmestra.com.br;Clínica ProVida;Nova Esperança Serviços Médicos LTDA;(27) 6499-4548;(79) 94535-8058
776;Patrícia Andrade;inovacao01@inmestra.com.br;Saúde Integral Ocupacional;Instituto MedCare LTDA;(27) 7766-3669;(75) 92652-3956
778;Vanessa Martins;suporte01@inmestra.com.br;Instituto Saúde e Trabalho;Saúde Integral S/A;(14) 5721-4240;(95) 91348-8514
782;Rafael Dias;esocial01@inmestra.com.br;Clínica Nova Esperança;Nova Esperança Serviços Médicos LTDA;(49) 2188-2762;(11) 99995-8047
784;Fernanda Souza;inovacao01@inmestra.com.br;Centro de Diagnóstico Avançado;Nova Esperança Serviços Médicos LTDA;(74) 3956-8539;(36) 99122-1116
786;Patrícia Andrade;esocial01@inmestra.com.br;Instituto MedCare;Saúde Integral S/A;(69) 8497-7706;(74) 96394-6525
794;Vanessa Martins;suporte01@inmestra.com.br;Instituto Saúde e Trabalho;Bem-Estar Diagnósticos LTDA;(96) 5760-2771;(81) 94236-9081
802;Rafael Dias;esocial01@inmestra.com.br;Centro Médico Bem-Estar;ProVida Serviços Médicos LTDA;(44) 5539-9405;(20) 93418-6458
803;Gabriela Rocha;inovacao01@inmestra.com.br;Centro de Diagnóstico Avançado;Instituto MedCare LTDA;(80) 8355-6717;(44) 93256-5358
808;Vanessa Martins;esocial01@inmestra.com.br;Clínica ProVida;Horizonte Clínicas Integradas;(58) 5604-5023;(39) 93234-3143
815;Fernanda Souza;inovacao01@inmestra.com.br;Centro de Diagnóstico Avançado;Nova Esperança Serviços Médicos LTDA;(75) 3381-8905;(76) 97011-8332
820;Fernanda Souza;inovacao01@inmestra.com.br;Centro Médico Bem-Estar;Nova Esperança Serviços Médicos LTDA;(80) 3590-9225;(73) 98305-8772
823;Patrícia Andrade;inovacao01@inmestra.com.br;Saúde Integral Ocupacional;ProVida Serviços Médicos LTDA;(52) 3238-7626;(99) 98713-3163
825;Thiago Almeida;suporte01@inmestra.com.br;Clínica Horizonte;Vida Saudável LTDA;(59) 7217-1969;(27) 96390-7027
826;Fernanda Souza;esocial01@inmestra.com.br;Clínica ProVida;Nova Esperança Serviços Médicos LTDA;(43) 3649-6594;(73) 92566-7894
827;Thiago Almeida;esocial01@inmestra.com.br;Clínica Nova Esperança;Instituto MedCare LTDA;(98) 5502-4897;(32) 95209-5654
828;Rafael Dias;inovacao01@inmestra.com.br;Instituto Saúde e Trabalho;Horizonte Clínicas Integradas;(30) 2769-4636;(20) 99866-1306
839;Rafael Dias;esocial01@inmestra.com.br;Instituto Saúde e Trabalho;Saúde Integral S/A;(51) 4265-2098;(44) 91920-5015
841;Carlos Moreira;suporte01@inmestra.com.br;Instituto MedCare;Nova Esperança Serviços Médicos LTDA;(15) 9372-8040;(96) 95962-7788
842;Vanessa Martins;esocial01@inmestra.com.br;Clínica Horizonte;Saúde e Trabalho LTDA;(88) 2560-6073;(29) 94874-3699
843;Rafael Dias;esocial01@inmestra.com.br;Clínica ProVida;Diagnóstico Avançado S/A;(60) 7419-3934;(92) 98995-4186
844;Patrícia Andrade;suporte01@inmestra.com.br;Clínica Vida Saudável;ProVida Serviços Médicos LTDA;(65) 9583-7569;(51) 94595-7731
856;Carlos Moreira;esocial01@inmestra.com.br;Clínica Horizonte;Instituto MedCare LTDA;(86) 9102-5301;(50) 99661-3825
857;Thiago Almeida;inovacao01@inmestra.com.br;Clínica ProVida;Saúde e Trabalho LTDA;(24) 9712-7182;(24) 92604-5993
859;Fernanda Souza;suporte01@inmestra.com.br;Clínica Horizonte;Saúde e Trabalho LTDA;(62) 9762-8738;(59) 97427-3323
861;Fernanda Souza;suporte01@inmestra.com.br;Clínica Horizonte;Saúde e Trabalho LTDA;(71) 6538-6358;(88) 97190-6582
862;Thiago Almeida;suporte01@inmestra.com.br;Clínica Horizonte;Corporativa Plus Saúde LTDA;(47) 2744-8789;(91) 98716-5821
865;Vanessa Martins;inovacao01@inmestra.com.br;Centro Médico Bem-Estar;Nova Esperança Serviços Médicos LTDA;(59) 7084-8630;(78) 97877-4517
868;Fernanda Souza;esocial01@inmestra.com.br;Saúde Integral Ocupacional;Diagnóstico Avançado S/A;(57) 2753-7756;(84) 92199-2408
869;Vanessa Martins;suporte01@inmestra.com.br;Saúde Corporativa Plus;Instituto MedCare LTDA;(93) 2045-3643;(82) 92937-2675
872;João Lima;esocial01@inmestra.com.br;Instituto MedCare;Nova Esperança Serviços Médicos LTDA;(68) 3951-6650;(88) 95497-7444
873;Juliana Castro;esocial01@inmestra.com.br;Instituto Saúde e Trabalho;Horizonte Clínicas Integradas;(21) 6275-9005;(35) 94664-1397
874;Gabriela Rocha;suporte01@inmestra.com.br;Instituto Saúde e Trabalho;Horizonte Clínicas Integradas;(43) 5192-6691;(22) 95230-9532
876;João Lima;esocial01@inmestra.com.br;Clínica Horizonte;Diagnóstico Avançado S/A;(76) 6482-8274;(67) 96387-5957
880;Carlos Moreira;suporte01@inmestra.com.br;Clínica Vida Saudável;Vida Saudável LTDA;(67) 8330-5099;(40) 98618-6812
883;Carlos Moreira;inovacao01@inmestra.com.br;Centro de Diagnóstico Avançado;Bem-Estar Diagnósticos LTDA;(19) 5575-8040;(19) 98158-4178
885;Carlos Moreira;inovacao01@inmestra.com.br;Clínica ProVida;Corporativa Plus Saúde LTDA;(91) 4290-4728;(30) 98605-3928
886;Rafael Dias;inovacao01@inmestra.com.br;Centro de Diagnóstico Avançado;ProVida Serviços Médicos LTDA;(29) 7657-7309;(17) 93865-5142
890;João Lima;inovacao01@inmestra.com.br;Clínica Nova Esperança;Instituto MedCare LTDA;(72) 3232-5389;(57) 92750-1104
891;Thiago Almeida;suporte01@inmestra.com.br;Saúde Corporativa Plus;Saúde e Trabalho LTDA;(82) 6263-6228;(34) 98989-3377
895;Lucas Ferreira;esocial01@inmestra.com.br;Clínica Vida Saudável;Nova Esperança Serviços Médicos LTDA;(13) 7196-3203;(48) 93297-2660
896;Carlos Moreira;esocial01@inmestra.com.br;Saúde Integral Ocupacional;Bem-Estar Diagnósticos LTDA;(14) 5073-3840;(12) 93183-6983
898;Vanessa Martins;suporte01@inmestra.com.br;Clínica ProVida;Saúde Integral S/A;(59) 4485-1746;(27) 98212-6532
900;Carlos Moreira;inovacao01@inmestra.com.br;Clínica Nova Esperança;Saúde Integral S/A;(38) 9849-2006;(14) 95962-6884
901;Patrícia Andrade;inovacao01@inmestra.com.br;Clínica Nova Esperança;Instituto MedCare LTDA;(37) 9790-5635;(38) 93489-7244
903;Juliana Castro;suporte01@inmestra.com.br;Instituto Saúde e Trabalho;Bem-Estar Diagnósticos LTDA;(64) 8620-3477;(31) 94846-3495
904;Patrícia Andrade;esocial01@inmestra.com.br;Clínica Horizonte;Instituto MedCare LTDA;(69) 5061-5652;(21) 97460-4969
905;Thiago Almeida;esocial01@inmestra.com.br;Instituto MedCare;Saúde Integral S/A;(48) 3930-3468;(15) 91866-2002
907;João Lima;suporte01@inmestra.com.br;Clínica ProVida;Saúde Integral S/A;(72) 3716-7600;(79) 91455-1352
908;Patrícia Andrade;suporte01@inmestra.com.br;Centro de Diagnóstico Avançado;Diagnóstico Avançado S/A;(55) 7095-7370;(93) 95574-9968
911;Fernanda Souza;inovacao01@inmestra.com.br;Centro de Diagnóstico Avançado;Nova Esperança Serviços Médicos LTDA;(63) 6954-9190;(56) 92808-2129
912;Fernanda Souza;suporte01@inmestra.com.br;Centro de Diagnóstico Avançado;ProVida Serviços Médicos LTDA;(96) 7961-1133;(68) 92496-7182
927;João Lima;esocial01@inmestra.com.br;Saúde Integral Ocupacional;Bem-Estar Diagnósticos LTDA;(38) 4725-2425;(70) 94285-6908
931;Gabriela Rocha;esocial01@inmestra.com.br;Instituto MedCare;Saúde Integral S/A;(27) 3090-9217;(43) 93416-7872
932;Rafael Dias;inovacao01@inmestra.com.br;Clínica ProVida;Vida Saudável LTDA;(29) 8371-6931;(65) 97435-8516
934;Vanessa Martins;esocial01@inmestra.com.br;Clínica ProVida;Corporativa Plus Saúde LTDA;(16) 2396-3011;(97) 96186-9368
937;Rafael Dias;suporte01@inmestra.com.br;Clínica Vida Saudável;Bem-Estar Diagnósticos LTDA;(79) 2058-1619;(85) 92650-5430
947;Rafael Dias;esocial01@inmestra.com.br;Clínica Nova Esperança;Diagnóstico Avançado S/A;(71) 7132-9457;(52) 92517-2882
948;Lucas Ferreira;esocial01@inmestra.com.br;Clínica ProVida;Saúde e Trabalho LTDA;(25) 3546-7237;(26) 97111-3196
952;João Lima;inovacao01@inmestra.com.br;Instituto Saúde e Trabalho;Bem-Estar Diagnósticos LTDA;(91) 8041-6406;(37) 95985-9013
953;Lucas Ferreira;suporte01@inmestra.com.br;Clínica Vida Saudável;Corporativa Plus Saúde LTDA;(60) 8838-5561;(57) 94539-6841
959;Rafael Dias;esocial01@inmestra.com.br;Centro Médico Bem-Estar;Vida Saudável LTDA;(92) 5779-2685;(77) 96258-3533
960;Fernanda Souza;inovacao01@inmestra.com.br;Saúde Integral Ocupacional;Vida Saudável LTDA;(92) 5045-1529;(81) 91227-8363
964;Rafael Dias;inovacao01@inmestra.com.br;Saúde Integral Ocupacional;Instituto MedCare LTDA;(75) 3126-9065;(90) 91228-8285
966;Lucas Ferreira;inovacao01@inmestra.com.br;Centro Médico Bem-Estar;Saúde Integral S/A;(62) 7703-1463;(33) 97165-8746
967;João Lima;esocial01@inmestra.com.br;Centro Médico Bem-Estar;Instituto MedCare LTDA;(94) 8273-2687;(76) 99546-7643
968;João Lima;esocial01@inmestra.com.br;Clínica ProVida;Saúde e Trabalho LTDA;(71) 3459-5549;(77) 98327-9610
969;Lucas Ferreira;suporte01@inmestra.com.br;Instituto Saúde e Trabalho;Corporativa Plus Saúde LTDA;(60) 6489-6695;(16) 91960-6267
970;Lucas Ferreira;esocial01@inmestra.com.br;Saúde Corporativa Plus;Vida Saudável LTDA;(68) 4521-2990;(25) 98599-7865
972;Lucas Ferreira;inovacao01@inmestra.com.br;Instituto Saúde e Trabalho;Instituto MedCare LTDA;(30) 7417-7743;(22) 94041-8243
973;Juliana Castro;suporte01@inmestra.com.br;Clínica Horizonte;Horizonte Clínicas Integradas;(21) 5941-1628;(67) 96132-1569
975;Gabriela Rocha;inovacao01@inmestra.com.br;Clínica Vida Saudável;Diagnóstico Avançado S/A;(50) 4696-5029;(43) 95107-2460
976;Rafael Dias;suporte01@inmestra.com.br;Clínica ProVida;Diagnóstico Avançado S/A;(43) 7854-8841;(39) 95936-3299
980;Lucas Ferreira;suporte01@inmestra.com.br;Clínica Nova Esperança;Saúde e Trabalho LTDA;(73) 2215-6017;(12) 95779-8375
987;Lucas Ferreira;esocial01@inmestra.com.br;Saúde Corporativa Plus;Saúde Integral S/A;(94) 2927-9577;(57) 98094-9936
989;Lucas Ferreira;esocial01@inmestra.com.br;Clínica Vida Saudável;Saúde e Trabalho LTDA;(59) 2473-5776;(87) 96433-5210
997;Fernanda Souza;esocial01@inmestra.com.br;Clínica ProVida;Instituto MedCare LTDA;(11) 3965-4773;(22) 92689-7523
1001;Patrícia Andrade;suporte01@inmestra.com.br;Saúde Corporativa Plus;Corporativa Plus Saúde LTDA;(66) 6916-1482;(52) 93290-6385
1004;Lucas Ferreira;esocial01@inmestra.com.br;Instituto MedCare;Instituto MedCare LTDA;(87) 3551-6075;(42) 92922-2275
1006;Gabriela Rocha;inovacao01@inmestra.com.br;Clínica Vida Saudável;Horizonte Clínicas Integradas;(98) 6840-5809;(60) 98310-8764
1007;Thiago Almeida;suporte01@inmestra.com.br;Instituto Saúde e Trabalho;Bem-Estar Diagnósticos LTDA;(34) 7428-6210;(26) 95161-8607
1010;Carlos Moreira;inovacao01@inmestra.com.br;Saúde Integral Ocupacional;Diagnóstico Avançado S/A;(18) 8200-1457;(77) 97394-9797
1013;Fernanda Souza;esocial01@inmestra.com.br;Saúde Integral Ocupacional;Horizonte Clínicas Integradas;(64) 5530-7460;(16) 95537-7759
1016;Rafael Dias;suporte01@inmestra.com.br;Clínica ProVida;Vida Saudável LTDA;(69) 5771-9198;(45) 91249-8837
1017;Vanessa Martins;inovacao01@inmestra.com.br;Clínica Horizonte;ProVida Serviços Médicos LTDA;(11) 3699-7365;(36) 95511-1826
1019;Fernanda Souza;inovacao01@inmestra.com.br;Instituto MedCare;Vida Saudável LTDA;(54) 5520-5750;(86) 97689-6605
1021;Lucas Ferreira;inovacao01@inmestra.com.br;Clínica Horizonte;Nova Esperança Serviços Médicos LTDA;(58) 4257-2261;(82) 99982-2229
1022;João Lima;esocial01@inmestra.com.br;Centro Médico Bem-Estar;Horizonte Clínicas Integradas;(14) 4558-2016;(51) 99127-7782
1023;Juliana Castro;suporte01@inmestra.com.br;Clínica ProVida;Bem-Estar Diagnósticos LTDA;(59) 5935-4972;(60) 92441-4229
1024;Lucas Ferreira;esocial01@inmestra.com.br;Instituto MedCare;Horizonte Clínicas Integradas;(92) 9243-2639;(32) 91965-2433
1025;Rafael Dias;esocial01@inmestra.com.br;Clínica Horizonte;Nova Esperança Serviços Médicos LTDA;(43) 8795-2799;(44) 96342-8153
1026;Carlos Moreira;suporte01@inmestra.com.br;Centro Médico Bem-Estar;Saúde e Trabalho LTDA;(43) 5538-9188;(59) 98514-3435
1031;Patrícia Andrade;inovacao01@inmestra.com.br;Saúde Corporativa Plus;Horizonte Clínicas Integradas;(42) 7513-7302;(52) 98189-5276
1032;Carlos Moreira;suporte01@inmestra.com.br;Centro Médico Bem-Estar;Saúde e Trabalho LTDA;(62) 3521-5122;(99) 91336-4077
1034;Fernanda Souza;suporte01@inmestra.com.br;Clínica ProVida;Instituto MedCare LTDA;(56) 2842-9785;(30) 93353-1812
1040;Juliana Castro;inovacao01@inmestra.com.br;Clínica ProVida;Diagnóstico Avançado S/A;(88) 5493-4168;(16) 91863-6032
1045;Lucas Ferreira;esocial01@inmestra.com.br;Instituto Saúde e Trabalho;Saúde Integral S/A;(37) 3879-2201;(63) 98956-8263
1046;Rafael Dias;inovacao01@inmestra.com.br;Clínica Nova Esperança;ProVida Serviços Médicos LTDA;(40) 8520-4130;(31) 99714-8759
1050;Juliana Castro;esocial01@inmestra.com.br;Instituto MedCare;ProVida Serviços Médicos LTDA;(55) 2115-4674;(47) 93960-7065
1051;Carlos Moreira;suporte01@inmestra.com.br;Clínica Horizonte;Vida Saudável LTDA;(67) 6611-5217;(65) 95673-8835
1052;Fernanda Souza;suporte01@inmestra.com.br;Instituto Saúde e Trabalho;Horizonte Clínicas Integradas;(71) 6540-9661;(22) 93705-3567
1053;Thiago Almeida;inovacao01@inmestra.com.br;Saúde Integral Ocupacional;Horizonte Clínicas Integradas;(84) 6277-2393;(16) 97457-1945
1055;João Lima;esocial01@inmestra.com.br;Clínica Vida Saudável;Saúde e Trabalho LTDA;(52) 3732-5699;(48) 95957-1191
